candidate_id,source_id,module_id,grade,subject,subdomain,screen_id,activity_id,record_key,pair_method,candidate_bucket,module_quality_score,module_risk_level,module_quality_flags,review_priority,auto_decision,qa_flags,en_record_text,ne_record_text,en_sentence_index,ne_sentence_index,en_text,ne_text,exclude_reason
EPAATH_grade1__english__recognizing_and_matching_shapes_candidate_00004,EPAATH_grade1__english__recognizing_and_matching_shapes,grade1/english/recognizing_and_matching_shapes,1,english,english_language,overview,lesson/topic,lesson/topic,exact_record_key,low_shared_text,0,high,low_overlap_max;low_nepali_script;few_content_pairs;no_content_screen_pairs;many_identical_pairs;many_latin_only_ne_pairs,low,likely_reject,formula_or_symbolic;identical_text;latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script,English-EN,English-EN,1,1,English-EN,English-EN,formula_or_symbolic;identical_text;latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script
EPAATH_grade1__english__short_vowels_candidate_00001,EPAATH_grade1__english__short_vowels,grade1/english/short_vowels,1,english,english_language,overview,lesson/chapter,lesson/chapter,exact_record_key,high_exact_single_sentence,0,high,low_overlap_min;low_overlap_max;low_nepali_script;few_content_pairs;no_content_screen_pairs;many_latin_only_ne_pairs,low,likely_reject,latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script;placeholder_text,Short Vowel Sounds,Unit is Under Construction,1,1,Short Vowel Sounds,Unit is Under Construction,latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script;placeholder_text
EPAATH_grade1__english__short_vowels_candidate_00002,EPAATH_grade1__english__short_vowels,grade1/english/short_vowels,1,english,english_language,overview,lesson/levelname,lesson/levelname,exact_record_key,low_shared_text,0,high,low_overlap_min;low_overlap_max;low_nepali_script;few_content_pairs;no_content_screen_pairs;many_latin_only_ne_pairs,low,likely_reject,identical_text;latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script,Level 1,Level 1,1,1,Level 1,Level 1,identical_text;latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script
EPAATH_grade1__english__short_vowels_candidate_00003,EPAATH_grade1__english__short_vowels,grade1/english/short_vowels,1,english,english_language,overview,lesson/objective/description/purpose,lesson/objective/description/purpose,exact_record_key,high_exact_single_sentence,0,high,low_overlap_min;low_overlap_max;low_nepali_script;few_content_pairs;no_content_screen_pairs;many_latin_only_ne_pairs,low,likely_reject,latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script;placeholder_text,To learn that there are five vowels,This chapter is in grade 2-6 and is under construction.,1,1,To learn that there are five vowels,This chapter is in grade 2-6 and is under construction.,latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script;placeholder_text
EPAATH_grade1__english__short_vowels_candidate_00004,EPAATH_grade1__english__short_vowels,grade1/english/short_vowels,1,english,english_language,overview,lesson/objective/description/purpose[2],lesson/objective/description/purpose[2],exact_record_key,high_exact_single_sentence,0,high,low_overlap_min;low_overlap_max;low_nepali_script;few_content_pairs;no_content_screen_pairs;many_latin_only_ne_pairs,low,likely_reject,latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script,To identify the short vowel sounds,"The content for grade 2-6, in flash, can be found @: Epaath Grade 2 to 6",1,1,To identify the short vowel sounds,"The content for grade 2-6, in flash, can be found @: Epaath Grade 2 to 6",latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script
EPAATH_grade1__english__short_vowels_candidate_00005,EPAATH_grade1__english__short_vowels,grade1/english/short_vowels,1,english,english_language,overview,lesson/objective/title,lesson/objective/title,exact_record_key,high_exact_single_sentence,0,high,low_overlap_min;low_overlap_max;low_nepali_script;few_content_pairs;no_content_screen_pairs;many_latin_only_ne_pairs,low,likely_reject,formula_or_symbolic;latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script,Objectives:,"Objective: By the end of this lesson, you will be able to",1,1,Objectives:,"Objective: By the end of this lesson, you will be able to",formula_or_symbolic;latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script
EPAATH_grade1__english__short_vowels_candidate_00006,EPAATH_grade1__english__short_vowels,grade1/english/short_vowels,1,english,english_language,overview,lesson/subject,lesson/subject,exact_record_key,high_exact_single_sentence,0,high,low_overlap_min;low_overlap_max;low_nepali_script;few_content_pairs;no_content_screen_pairs;many_latin_only_ne_pairs,low,likely_reject,latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script,English,Science,1,1,English,Science,latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script
EPAATH_grade1__english__short_vowels_candidate_00007,EPAATH_grade1__english__short_vowels,grade1/english/short_vowels,1,english,english_language,overview,lesson/topic,lesson/topic,exact_record_key,high_exact_single_sentence,0,high,low_overlap_min;low_overlap_max;low_nepali_script;few_content_pairs;no_content_screen_pairs;many_latin_only_ne_pairs,low,likely_reject,formula_or_symbolic;latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script,English-EN,Physics-EN,1,1,English-EN,Physics-EN,formula_or_symbolic;latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script
EPAATH_grade1__english__simple_greetings_candidate_00001,EPAATH_grade1__english__simple_greetings,grade1/english/simple_greetings,1,english,english_language,overview,lesson/chapter,lesson/chapter,exact_record_key,high_exact_single_sentence,0,high,low_overlap_min;low_overlap_max;low_nepali_script;few_content_pairs;no_content_screen_pairs;many_latin_only_ne_pairs,low,likely_reject,latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script;placeholder_text,Simple Greetings,Unit is Under Construction,1,1,Simple Greetings,Unit is Under Construction,latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script;placeholder_text
EPAATH_grade1__english__simple_greetings_candidate_00002,EPAATH_grade1__english__simple_greetings,grade1/english/simple_greetings,1,english,english_language,overview,lesson/levelname,lesson/levelname,exact_record_key,low_shared_text,0,high,low_overlap_min;low_overlap_max;low_nepali_script;few_content_pairs;no_content_screen_pairs;many_latin_only_ne_pairs,low,likely_reject,identical_text;latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script,Level 1,Level 1,1,1,Level 1,Level 1,identical_text;latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script
EPAATH_grade1__english__simple_greetings_candidate_00003,EPAATH_grade1__english__simple_greetings,grade1/english/simple_greetings,1,english,english_language,overview,lesson/objective/description/purpose,lesson/objective/description/purpose,exact_record_key,high_exact_single_sentence,0,high,low_overlap_min;low_overlap_max;low_nepali_script;few_content_pairs;no_content_screen_pairs;many_latin_only_ne_pairs,low,likely_reject,latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script;placeholder_text,To ask and answer simple questions about present action,This chapter is in grade 2-6 and is under construction.,1,1,To ask and answer simple questions about present action,This chapter is in grade 2-6 and is under construction.,latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script;placeholder_text
EPAATH_grade1__english__simple_greetings_candidate_00004,EPAATH_grade1__english__simple_greetings,grade1/english/simple_greetings,1,english,english_language,overview,lesson/objective/description/purpose[2],lesson/objective/description/purpose[2],exact_record_key,high_exact_single_sentence,0,high,low_overlap_min;low_overlap_max;low_nepali_script;few_content_pairs;no_content_screen_pairs;many_latin_only_ne_pairs,low,likely_reject,latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script,"To ask and answer simple questions, including greetings, naming actions and objects","The content for grade 2-6, in flash, can be found @: Epaath Grade 2 to 6",1,1,"To ask and answer simple questions, including greetings, naming actions and objects","The content for grade 2-6, in flash, can be found @: Epaath Grade 2 to 6",latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script
EPAATH_grade1__english__simple_greetings_candidate_00005,EPAATH_grade1__english__simple_greetings,grade1/english/simple_greetings,1,english,english_language,overview,lesson/objective/title,lesson/objective/title,exact_record_key,high_exact_single_sentence,0,high,low_overlap_min;low_overlap_max;low_nepali_script;few_content_pairs;no_content_screen_pairs;many_latin_only_ne_pairs,low,likely_reject,formula_or_symbolic;latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script,Objectives:,"Objective: By the end of this lesson, you will be able to",1,1,Objectives:,"Objective: By the end of this lesson, you will be able to",formula_or_symbolic;latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script
EPAATH_grade1__english__simple_greetings_candidate_00006,EPAATH_grade1__english__simple_greetings,grade1/english/simple_greetings,1,english,english_language,overview,lesson/subject,lesson/subject,exact_record_key,high_exact_single_sentence,0,high,low_overlap_min;low_overlap_max;low_nepali_script;few_content_pairs;no_content_screen_pairs;many_latin_only_ne_pairs,low,likely_reject,latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script,English,Science,1,1,English,Science,latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script
EPAATH_grade1__english__simple_greetings_candidate_00007,EPAATH_grade1__english__simple_greetings,grade1/english/simple_greetings,1,english,english_language,overview,lesson/topic,lesson/topic,exact_record_key,high_exact_single_sentence,0,high,low_overlap_min;low_overlap_max;low_nepali_script;few_content_pairs;no_content_screen_pairs;many_latin_only_ne_pairs,low,likely_reject,formula_or_symbolic;latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script,English-EN,Physics-EN,1,1,English-EN,Physics-EN,formula_or_symbolic;latin_only_nepali;lesson_metadata;module_high_risk;module_low_content_overlap;module_low_coverage;module_low_nepali_script
EPAATH_grade1__math__adding_three_numbers_candidate_00004,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,overview,lesson/objective/title,lesson/objective/title,exact_record_key,high_exact_single_sentence,100,low,,low,likely_reject,formula_or_symbolic;lesson_metadata,Objectives:,उद्देश्य:,1,1,Objectives:,उद्देश्य:,formula_or_symbolic;lesson_metadata
EPAATH_grade1__math__adding_three_numbers_candidate_00013,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,overview,n_10,strings/string#id=n_10,exact_record_key,high_exact_single_sentence,100,low,,low,likely_reject,identical_text;numeric_only;very_short,10,१०,1,1,10,१०,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_three_numbers_candidate_00014,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,overview,n_11,strings/string#id=n_11,exact_record_key,high_exact_single_sentence,100,low,,low,likely_reject,identical_text;numeric_only;very_short,11,११,1,1,11,११,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_three_numbers_candidate_00015,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,overview,n_12,strings/string#id=n_12,exact_record_key,high_exact_single_sentence,100,low,,low,likely_reject,identical_text;numeric_only;very_short,12,१२,1,1,12,१२,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_three_numbers_candidate_00016,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,overview,n_13,strings/string#id=n_13,exact_record_key,high_exact_single_sentence,100,low,,low,likely_reject,identical_text;numeric_only;very_short,13,१३,1,1,13,१३,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_three_numbers_candidate_00017,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,overview,n_14,strings/string#id=n_14,exact_record_key,high_exact_single_sentence,100,low,,low,likely_reject,identical_text;numeric_only;very_short,14,१४,1,1,14,१४,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_three_numbers_candidate_00018,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,overview,n_15,strings/string#id=n_15,exact_record_key,high_exact_single_sentence,100,low,,low,likely_reject,identical_text;numeric_only;very_short,15,१५,1,1,15,१५,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_three_numbers_candidate_00019,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,overview,n_16,strings/string#id=n_16,exact_record_key,high_exact_single_sentence,100,low,,low,likely_reject,identical_text;numeric_only;very_short,16,१६,1,1,16,१६,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_three_numbers_candidate_00020,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,overview,n_17,strings/string#id=n_17,exact_record_key,high_exact_single_sentence,100,low,,low,likely_reject,identical_text;numeric_only;very_short,17,१७,1,1,17,१७,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_three_numbers_candidate_00021,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,overview,n_18,strings/string#id=n_18,exact_record_key,high_exact_single_sentence,100,low,,low,likely_reject,identical_text;numeric_only;very_short,18,१८,1,1,18,१८,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_three_numbers_candidate_00030,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,page1,p1text8,strings/string#id=p1text8,exact_record_key,high_exact_multi_sentence,100,low,,low,likely_reject,formula_or_symbolic;identical_text;numeric_only,Let’s read aloud! 6 + 5 + 7 = 18,सँगै पढौँ! ६ + ५ + ७ = १८,2,2,6 + 5 + 7 = 18,६ + ५ + ७ = १८,formula_or_symbolic;identical_text;numeric_only
EPAATH_grade1__math__adding_three_numbers_candidate_00043,EPAATH_grade1__math__adding_three_numbers,grade1/math/adding_three_numbers,1,math,mathematics,page3,p3text7,strings/string#id=p3text7,exact_record_key,high_exact_multi_sentence,100,low,,low,likely_reject,formula_or_symbolic;identical_text;numeric_only,Let’s read aloud! 7 + 3 + 6 = 16,सँगै पढौँ! ७ + ३ + ६ = १६,2,2,7 + 3 + 6 = 16,७ + ३ + ६ = १६,formula_or_symbolic;identical_text;numeric_only
EPAATH_grade1__math__adding_upto_hundred_candidate_00004,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,lesson/objective/title,lesson/objective/title,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic;lesson_metadata,Objectives:,उद्देश्य:,1,1,Objectives:,उद्देश्य:,formula_or_symbolic;lesson_metadata
EPAATH_grade1__math__adding_upto_hundred_candidate_00017,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques1_a,strings/string#id=exques1_a,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,60,६०,1,1,60,६०,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00018,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques1_b,strings/string#id=exques1_b,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,40,४०,1,1,40,४०,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00019,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques1_opt_a,strings/string#id=exques1_opt_a,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,100,१००,1,1,100,१००,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00020,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques1_opt_b,strings/string#id=exques1_opt_b,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,20,२०,1,1,20,२०,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00021,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques1_opt_c,strings/string#id=exques1_opt_c,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,60,६०,1,1,60,६०,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00022,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques2_a,strings/string#id=exques2_a,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,20,२०,1,1,20,२०,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00023,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques2_b,strings/string#id=exques2_b,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,30,३०,1,1,30,३०,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00024,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques2_opt_a,strings/string#id=exques2_opt_a,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,50,५०,1,1,50,५०,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00025,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques2_opt_b,strings/string#id=exques2_opt_b,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,60,६०,1,1,60,६०,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00026,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques2_opt_c,strings/string#id=exques2_opt_c,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,90,९०,1,1,90,९०,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00027,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques3_a,strings/string#id=exques3_a,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,04,०४,1,1,04,०४,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00028,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques3_b,strings/string#id=exques3_b,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,72,७२,1,1,72,७२,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00029,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques3_opt_a,strings/string#id=exques3_opt_a,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,76,७६,1,1,76,७६,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00030,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques3_opt_b,strings/string#id=exques3_opt_b,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,70,७०,1,1,70,७०,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00031,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques3_opt_c,strings/string#id=exques3_opt_c,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,46,४६,1,1,46,४६,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00032,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques4_a,strings/string#id=exques4_a,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,26,२६,1,1,26,२६,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00033,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques4_b,strings/string#id=exques4_b,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,02,०२,1,1,02,०२,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00034,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques4_opt_a,strings/string#id=exques4_opt_a,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,28,२८,1,1,28,२८,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00035,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques4_opt_b,strings/string#id=exques4_opt_b,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,24,२४,1,1,24,२४,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00036,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques4_opt_c,strings/string#id=exques4_opt_c,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,48,४८,1,1,48,४८,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00037,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques5_a,strings/string#id=exques5_a,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,16,१६,1,1,16,१६,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00038,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques5_b,strings/string#id=exques5_b,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,23,२३,1,1,23,२३,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00039,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques5_opt_a,strings/string#id=exques5_opt_a,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,39,३९,1,1,39,३९,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00040,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques5_opt_b,strings/string#id=exques5_opt_b,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,36,३६,1,1,36,३६,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00041,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques5_opt_c,strings/string#id=exques5_opt_c,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,79,७९,1,1,79,७९,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00042,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques6_a,strings/string#id=exques6_a,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,42,४२,1,1,42,४२,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00043,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques6_b,strings/string#id=exques6_b,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,36,३६,1,1,36,३६,identical_text;numeric_only;very_short
EPAATH_grade1__math__adding_upto_hundred_candidate_00044,EPAATH_grade1__math__adding_upto_hundred,grade1/math/adding_upto_hundred,1,math,mathematics,overview,exques6_opt_a,strings/string#id=exques6_opt_a,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,identical_text;numeric_only;very_short,78,७८,1,1,78,७८,identical_text;numeric_only;very_short
