candidate_id,source_id,module_id,grade,subject,subdomain,screen_id,activity_id,record_key,pair_method,candidate_bucket,module_quality_score,module_risk_level,module_quality_flags,review_priority,auto_decision,qa_flags,en_record_text,ne_record_text,en_sentence_index,ne_sentence_index,en_text,ne_text,exclude_reason
EPAATH_grade5__math__fractions_candidate_00009,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,exercise,format2,strings/string#id=format2,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic,Product = :: a _/_ b ;; x :: c _/_ d ;; =,गुणनफल = :: a _/_ b ;; x :: c _/_ d ;; =,1,1,Product = :: a _/_ b ;; x :: c _/_ d ;; =,गुणनफल = :: a _/_ b ;; x :: c _/_ d ;; =,formula_or_symbolic
EPAATH_grade5__math__fractions_candidate_00010,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,exercise,hint,strings/string#id=hint,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic,"Hint: ::
 a ×
 b _/_
 c ;;","सुझाव: ::
 a ×
 b _/_
 c ;;",1,1,"Hint: ::
 a ×
 b _/_
 c ;;","सुझाव: ::
 a ×
 b _/_
 c ;;",formula_or_symbolic
EPAATH_grade5__math__fractions_candidate_00011,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,global,next_1,strings/string#id=next_1,exact_record_key,low_shared_text,90,low,many_identical_pairs,low,likely_reject,global_ui;identical_text;latin_only_nepali,Go to the next page,Go to the next page,1,1,Go to the next page,Go to the next page,global_ui;identical_text;latin_only_nepali
EPAATH_grade5__math__fractions_candidate_00012,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,global,next_2,strings/string#id=next_2,exact_record_key,low_shared_text,90,low,many_identical_pairs,low,likely_reject,global_ui;identical_text;latin_only_nepali,Go to another section,Go to another section,1,1,Go to another section,Go to another section,global_ui;identical_text;latin_only_nepali
EPAATH_grade5__math__fractions_candidate_00014,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page1,p1text10,strings/string#id=p1text10,exact_record_key,low_shared_text,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic;identical_text;numeric_only,::5_/_3;; = ::#3@ + 2_/_#3@;; = ::#3@_/_#3@;; + ::2_/_#3@;;,::5_/_3;; = ::#3@ + 2_/_#3@;; = ::#3@_/_#3@;; + ::2_/_#3@;;,1,1,::5_/_3;; = ::#3@ + 2_/_#3@;; = ::#3@_/_#3@;; + ::2_/_#3@;;,::5_/_3;; = ::#3@ + 2_/_#3@;; = ::#3@_/_#3@;; + ::2_/_#3@;;,formula_or_symbolic;identical_text;numeric_only
EPAATH_grade5__math__fractions_candidate_00015,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page1,p1text11,strings/string#id=p1text11,exact_record_key,low_shared_text,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic;identical_text;numeric_only,::5_/_3;; = ::3 + 2_/_3;; = ::#3@_/_#3@;; + ::2_/_#3@;; = #1@ + ::2_/_#3@;;,::5_/_3;; = ::3 + 2_/_3;; = ::#3@_/_#3@;; + ::2_/_#3@;; = #1@ + ::2_/_#3@;;,1,1,::5_/_3;; = ::3 + 2_/_3;; = ::#3@_/_#3@;; + ::2_/_#3@;; = #1@ + ::2_/_#3@;;,::5_/_3;; = ::3 + 2_/_3;; = ::#3@_/_#3@;; + ::2_/_#3@;; = #1@ + ::2_/_#3@;;,formula_or_symbolic;identical_text;numeric_only
EPAATH_grade5__math__fractions_candidate_00016,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page1,p1text12,strings/string#id=p1text12,exact_record_key,low_shared_text,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic;identical_text;numeric_only,::5_/_3;; = ::3 + 2_/_3;; = ::3_/_3;; + ::2_/_3;; = #1@ + ::2_/_#3@;; = #1@::2_/_#3@;;,::5_/_3;; = ::3 + 2_/_3;; = ::3_/_3;; + ::2_/_3;; = #1@ + ::2_/_#3@;; = #1@::2_/_#3@;;,1,1,::5_/_3;; = ::3 + 2_/_3;; = ::3_/_3;; + ::2_/_3;; = #1@ + ::2_/_#3@;; = #1@::2_/_#3@;;,::5_/_3;; = ::3 + 2_/_3;; = ::3_/_3;; + ::2_/_3;; = #1@ + ::2_/_#3@;; = #1@::2_/_#3@;;,formula_or_symbolic;identical_text;numeric_only
EPAATH_grade5__math__fractions_candidate_00017,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page1,p1text13,strings/string#id=p1text13,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic,::5_/_3;; also means 5 ÷ 3:,::5_/_3;; अथवा 5 ÷ 3:,1,1,::5_/_3;; also means 5 ÷ 3:,::5_/_3;; अथवा 5 ÷ 3:,formula_or_symbolic
EPAATH_grade5__math__fractions_candidate_00018,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page1,p1text14,strings/string#id=p1text14,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic,Let us multiply ::1_/_3;; with 14.,अब हामी 14 लाई ::1_/_3;; सँग गुणन गरी हेरौँ।,1,1,Let us multiply ::1_/_3;; with 14.,अब हामी 14 लाई ::1_/_3;; सँग गुणन गरी हेरौँ।,formula_or_symbolic
EPAATH_grade5__math__fractions_candidate_00019,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page1,p1text15,strings/string#id=p1text15,exact_record_key,low_shared_text,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic;identical_text;numeric_only,14 × ::1_/_3;; = ::1 × 14_/_3;; = ::14_/_3;; = ::3 + 3 + 3 + 3 + 2_/_3;; =,14 × ::1_/_3;; = ::1 × 14_/_3;; = ::14_/_3;; = ::3 + 3 + 3 + 3 + 2_/_3;; =,1,1,14 × ::1_/_3;; = ::1 × 14_/_3;; = ::14_/_3;; = ::3 + 3 + 3 + 3 + 2_/_3;; =,14 × ::1_/_3;; = ::1 × 14_/_3;; = ::14_/_3;; = ::3 + 3 + 3 + 3 + 2_/_3;; =,formula_or_symbolic;identical_text;numeric_only
EPAATH_grade5__math__fractions_candidate_00020,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page1,p1text16,strings/string#id=p1text16,exact_record_key,low_shared_text,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic;identical_text;numeric_only,::5_/_3;;,::5_/_3;;,1,1,::5_/_3;;,::5_/_3;;,formula_or_symbolic;identical_text;numeric_only
EPAATH_grade5__math__fractions_candidate_00021,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page1,p1text2,strings/string#id=p1text2,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic,Let us find half of 18 or the result of multiplying ::1_/_2;; with 18.,अब हामी 18 को आधा #अथवा@ 18 लाई ::1_/_2;; सँग गुणन गर्दा कति हुँदो रहेछ #हेरौँ@।,1,1,Let us find half of 18 or the result of multiplying ::1_/_2;; with 18.,अब हामी 18 को आधा #अथवा@ 18 लाई ::1_/_2;; सँग गुणन गर्दा कति हुँदो रहेछ #हेरौँ@।,formula_or_symbolic
EPAATH_grade5__math__fractions_candidate_00022,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page1,p1text3,strings/string#id=p1text3,exact_record_key,low_shared_text,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic;identical_text;numeric_only,18 × ::1_/_2;; = ::1 × 18_/_2;; = ::18_/_2;; =,18 × ::1_/_2;; = ::1 × 18_/_2;; = ::18_/_2;; =,1,1,18 × ::1_/_2;; = ::1 × 18_/_2;; = ::18_/_2;; =,18 × ::1_/_2;; = ::1 × 18_/_2;; = ::18_/_2;; =,formula_or_symbolic;identical_text;numeric_only
EPAATH_grade5__math__fractions_candidate_00023,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page1,p1text4,strings/string#id=p1text4,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic,"Now, let us find one third of 18 or the result of multiplying ::1_/_3;; with 18.",अब हामी 18 को एक तिहाइ अथवा 18 लाई ::1_/_3;; सँग गुणन गर्दा कति हुँदो रहेछ हेरौँ।,1,1,"Now, let us find one third of 18 or the result of multiplying ::1_/_3;; with 18.",अब हामी 18 को एक तिहाइ अथवा 18 लाई ::1_/_3;; सँग गुणन गर्दा कति हुँदो रहेछ हेरौँ।,formula_or_symbolic
EPAATH_grade5__math__fractions_candidate_00024,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page1,p1text5,strings/string#id=p1text5,exact_record_key,low_shared_text,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic;identical_text;numeric_only,18 × ::1_/_3;; = ::1 × 18_/_3;; = ::18_/_3;; =,18 × ::1_/_3;; = ::1 × 18_/_3;; = ::18_/_3;; =,1,1,18 × ::1_/_3;; = ::1 × 18_/_3;; = ::18_/_3;; =,18 × ::1_/_3;; = ::1 × 18_/_3;; = ::18_/_3;; =,formula_or_symbolic;identical_text;numeric_only
EPAATH_grade5__math__fractions_candidate_00026,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page1,p1text7,strings/string#id=p1text7,exact_record_key,low_shared_text,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic;identical_text;numeric_only,5 × ::1_/_3;; = ::5 × 1_/_3;; = ::5_/_3;;,5 × ::1_/_3;; = ::5 × 1_/_3;; = ::5_/_3;;,1,1,5 × ::1_/_3;; = ::5 × 1_/_3;; = ::5_/_3;;,5 × ::1_/_3;; = ::5 × 1_/_3;; = ::5_/_3;;,formula_or_symbolic;identical_text;numeric_only
EPAATH_grade5__math__fractions_candidate_00028,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page1,p1text9,strings/string#id=p1text9,exact_record_key,low_shared_text,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic;identical_text;numeric_only,::5_/_#3@;; = ::#3@ + 2_/_#3@;;,::5_/_#3@;; = ::#3@ + 2_/_#3@;;,1,1,::5_/_#3@;; = ::#3@ + 2_/_#3@;;,::5_/_#3@;; = ::#3@ + 2_/_#3@;;,formula_or_symbolic;identical_text;numeric_only
EPAATH_grade5__math__fractions_candidate_00029,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page2,p2text1,strings/string#id=p2text1,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic,Enter a natural number:,प्राकृतिक सङ्ख्या राख:,1,1,Enter a natural number:,प्राकृतिक सङ्ख्या राख:,formula_or_symbolic
EPAATH_grade5__math__fractions_candidate_00031,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page2,p2text3,strings/string#id=p2text3,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic,Product = a x :: b _/_ c ;; =,गुणनफल = a x :: b _/_ c ;; =,1,1,Product = a x :: b _/_ c ;; =,गुणनफल = a x :: b _/_ c ;; =,formula_or_symbolic
EPAATH_grade5__math__fractions_candidate_00032,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page2,p2text4,strings/string#id=p2text4,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic,Product = a x :: b _/_ c ;; = ::# b @_/_# c @;; =,गुणनफल = a x :: b _/_ c ;; = ::# b @_/_# c @;; =,1,1,Product = a x :: b _/_ c ;; = ::# b @_/_# c @;; =,गुणनफल = a x :: b _/_ c ;; = ::# b @_/_# c @;; =,formula_or_symbolic
EPAATH_grade5__math__fractions_candidate_00033,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page2,p2text5,strings/string#id=p2text5,exact_record_key,low_shared_text,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic;identical_text;latin_only_nepali,:: a × b _/_ c ;;,:: a × b _/_ c ;;,1,1,:: a × b _/_ c ;;,:: a × b _/_ c ;;,formula_or_symbolic;identical_text;latin_only_nepali
EPAATH_grade5__math__fractions_candidate_00034,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page2,p2text6,strings/string#id=p2text6,exact_record_key,low_shared_text,90,low,many_identical_pairs,low,likely_reject,identical_text;latin_only_nepali,f # ) e ( @ x,f # ) e ( @ x,1,1,f # ) e ( @ x,f # ) e ( @ x,identical_text;latin_only_nepali
EPAATH_grade5__math__fractions_candidate_00035,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page2,p2text7,strings/string#id=p2text7,exact_record_key,low_shared_text,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic;identical_text;latin_only_nepali,::- z _/_ y ;;,::- z _/_ y ;;,1,1,::- z _/_ y ;;,::- z _/_ y ;;,formula_or_symbolic;identical_text;latin_only_nepali
EPAATH_grade5__math__fractions_candidate_00038,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page3,p3text2,strings/string#id=p3text2,exact_record_key,low_shared_text,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic;identical_text;numeric_only,::2_/_3;; × ::1_/_5;; = ::2 × 1_/_3 × 5;; = ::2_/_15;;,::2_/_3;; × ::1_/_5;; = ::2 × 1_/_3 × 5;; = ::2_/_15;;,1,1,::2_/_3;; × ::1_/_5;; = ::2 × 1_/_3 × 5;; = ::2_/_15;;,::2_/_3;; × ::1_/_5;; = ::2 × 1_/_3 × 5;; = ::2_/_15;;,formula_or_symbolic;identical_text;numeric_only
EPAATH_grade5__math__fractions_candidate_00039,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page3,p3text3,strings/string#id=p3text3,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic,Enter two proper fractions you want to multiply:,गुणन गर्ने दुई ओटा उपयुक्त भिन्न राख:,1,1,Enter two proper fractions you want to multiply:,गुणन गर्ने दुई ओटा उपयुक्त भिन्न राख:,formula_or_symbolic
EPAATH_grade5__math__fractions_candidate_00041,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page3,p3text5,strings/string#id=p3text5,exact_record_key,low_shared_text,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic;identical_text;numeric_only,::2_/_3;; × ::1_/_5;; =,::2_/_3;; × ::1_/_5;; =,1,1,::2_/_3;; × ::1_/_5;; =,::2_/_3;; × ::1_/_5;; =,formula_or_symbolic;identical_text;numeric_only
EPAATH_grade5__math__fractions_candidate_00042,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page3,p3text6,strings/string#id=p3text6,exact_record_key,low_shared_text,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic;identical_text;numeric_only,::2_/_3;; × ::1_/_5;; =,::2_/_3;; × ::1_/_5;; =,1,1,::2_/_3;; × ::1_/_5;; =,::2_/_3;; × ::1_/_5;; =,formula_or_symbolic;identical_text;numeric_only
EPAATH_grade5__math__fractions_candidate_00043,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,exercise,p6_heading,strings/string#id=p6_heading,exact_record_key,low_shared_text,90,low,many_identical_pairs,low,likely_reject,identical_text;latin_only_nepali;placeholder_text,Under Construction,Under Construction,1,1,Under Construction,Under Construction,identical_text;latin_only_nepali;placeholder_text
EPAATH_grade5__math__fractions_candidate_00048,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,page2,phint,strings/string#id=phint,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic,Hint:,सुझाव:,1,1,Hint:,सुझाव:,formula_or_symbolic
EPAATH_grade5__math__fractions_candidate_00050,EPAATH_grade5__math__fractions,grade5/math/fractions,5,math,mathematics,exercise,ques1,strings/string#id=ques1,exact_record_key,high_exact_single_sentence,90,low,many_identical_pairs,low,likely_reject,formula_or_symbolic,Enter the product of the following multiplication:,तल उल्लेखित गुणनको गुणनफल राख:,1,1,Enter the product of the following multiplication:,तल उल्लेखित गुणनको गुणनफल राख:,formula_or_symbolic
